,Category,Response_preprocessed
1000,OutOfOffice,"I am out of the office until 09/11/2020.
I am currently out of office and would reply your message once I am back.
For urgent matters please contact Dennis or Karishma Kour of HR Dept."
1880,OutOfOffice,"I will be on PTO, regret for any delay in emails response. Feel free to call me anything urgent."
18,Unsubscribed,This is not Abhinia account and kindly not email further.
2011,OutOfOffice,"I will be out of the office for the Thanksgiving Holiday, returning on 11/30."
1125,ConnectLater,Thank you for the offer. I would try sampling the report.
1804,OutOfOffice,I am currently on leave and will get back to you soonest possible.
2662,Unsubscribed,"Can you please remove me from your list?
I don't have any hiring responsibilities in my current role...
Thanks Melinda"
1822,OutOfOffice,Thanks for your email. I am off from 30th Nov till 4th Dec. I will be able to respond to your email when Im back next monday - 7th Dec.
2918,OutOfOffice,I am Out of office till 25-May with access to email.
1747,Deactivated,"sorry, not interested."
1621,OutOfOffice,"I'm away on personal leave today , 'I' would have no access to emails. PIs expect delay in response.
My Sincere apologies for any inconvenience caused.
Upcoming Out of Office: 5th October, 12th October, 28th to 30th October"
1839,OutOfOffice,I am on extended holiday break and will be back in the office on January 2.
2801,OutOfOffice,Thank you for your email. I am currenlty out of the office until Monday 9/14/20. You can reach me via text or email.
1567,Deactivated,Not interested for now
2827,AgreedToMeet,Sounds good. Can you call me sometime in next week?
1702,Unsubscribed,Sorry I am not concerned and do not send mails to me.
1009,OutOfOffice,I am currently on vacation. Back in the office on August 3d.
360,ConnectLater,"Thanks Mr. Doshi. Our person i/c will contact you.
Regards
SD"
2710,OutOfOffice,"Thank you for your message. I am out of the office Thursday the 2nd and Friday the 3rd but checking emails. If this is urgent, please call or text me at 646 712 3037, otherwise I will respond as soon as possible."
2043,OutOfOffice,"Thanks for your email! I am out of the office until 8th January 2021. I will respond to your email when I return.
If your request is urgent, please contact on my cell phone.
Stay Safe!!!"
3000,Deactivated,We are not interested at this time. Please remove me from your contactlist.SincerelySamantha KnechtDirector of ITBetter Business Bureau Serving the Pacific SouthwestDirect 602-212-2251Office 602-264-1721A Community of Trustworthy Businesses  
2684,OutOfOffice,"Thank you for your email. I am currently out of the office with limited access to email, returning Monday, June 22nd."
1419,OutOfOffice,Thank you for your message. I am out of the office celebrating the holidays with family and friends down the coast. So grateful we are able to do so & my thought are with those who cannot do the same.
1779,OutOfOffice,"Thanks for your email.
I will be on annual leave on Monday 21/12/2020 and then from Thursday 24/12/2020 returning to the office Monday 18th January 2021."
344,OutOfOffice,"Hi , Thanks for writing in.Iam on leave today, stay safe
Regards
Natasha"
986,Deactivated,Good concept and you are addressing right problem. At Arrow we have all global systems and now I am leaving Arrow and starting my own consultancy service so will not need this.
1432,ConnectLater,"For the moment we are not interested. As we are not using the above services for now.
But if there are future opportunities, I would direct you to the person in charge."
1941,ConnectLater,Will call if we are required. Please stop follow-up
1835,OutOfOffice,"Thank you for your email. Our company is closed for summer break and I am out of the office, returning July 6."
1681,OutOfOffice,"I am on vacation this week and not able to reply your email as prompt as usual. if there is anything urgent, please call me at my cell phone."
113,AgreedToMeet,"Here is our latest brochure with pricing and other information. We had a
few new features as well.
Thanks
Sanju"
1345,OutOfOffice,"Hello and thank you for your email,
I will be on leave from Monday 21st December 2020 through to Friday 1st January 2021 (inclusive). If you require urgent assistance, please call me on 0417 685 011, otherwise, I will respond to your email when I'm back at work on 4th January 2021."
1142,ConnectLater,Sorry we are working from home. Will definitely contact you after the corona effect.
2111,SeekingMoreInfo,"My Name is Mohamed Khalil, MD Agricultural Investment Company 'Mazeed' and
would like to speak to you about your offering. Please let me know how we
can schedule this call."
1198,ConnectLater,"Thank you for your email correspondence.
This is to confirm that we have received your email which is being passed to our most relevant team member related to your query.
Depending upon the nature of your correspondence we may or may not get in contact with you. Either way, we can assure you that your information has been received.
Thank you for getting in touch.
Regards"
85,Deactivated,"Sorry Shikha - way too busy and not interested.
Best of luck to you."
3038,OutOfOffice,I am on leave today returning Monday 24 MayFor any urgent queries please call 03 8613 3500.
668,ConnectLater,"Thanks for reaching out Sara.
I am a little busy this week. Lets talk next week."
1014,SeekingMoreInfo,"We do have some requirements for JS, .NET, and Android Developers, and also
freshers as well. But we don't want random resumes, do you perform some
profile screening and share only qualified candidates?
Pl. share more about your services and commercials for further discussion."
128,Unsubscribed,Hi Aarti - Im not interested at this time. Please remove me from your contact list.
2517,ConnectLater,Kindly don't send mail in future. If required I will contact you.
2506,ConnectLater,"Currently, we don't have any requirements in regards to your service.
Although, we have put your contact information in our database. If any
requirement comes up, we'll surely contact you."
891,OutOfOffice,"Thank you for your e-mail. I will be on vacation from July 13th-17th with no access to e-mail. If you need assistance while I am out please contact Heather.Collins@SchlesingerGroup.com
or Katy.Griffin@SchlesingerGroup.com. I will respond to all e-mails as quickly as I can on July 20th. Thank you!"
2369,SeekingMoreInfo,I am not practicing in India currently. What is it about?
307,OutOfOffice,"I am on leave today, returning back to work on 17th.
Regards"
383,ConnectLater,"I have seen the mail, will contact you, if any requirement as such comes up.
Once again thank you for contacting us.
Thanks & Regards"
150,Deactivated,"Not at this time, but thank you!"
3136,OutOfOffice,Thanks for your email.  I am on leave until Monday 16th August.  If your request is urgent please contact Gillian Miles
2849,OutOfOffice,Hello. I'm in a workshop with limited to no access to emails. I'll get back to you when I can.
426,Unsubscribed,"Unsolicited email
Please unsubscribe immediately"
494,SeekingMoreInfo,"Thank you for your response. I had a conversation with one of your team
members yesterday and look forward to receiving a prompt action from them
further.
Best,
Vedang Shah"
1207,Deactivated,I have resigned my position at BizCover and will no longer be available at this email.
1780,Deactivated,"Thanks for your email.
I would like to clarify that we are manufacturers of *in vitro *diagnostics
( IVD) products. We operate in this segment only."
1208,Unsubscribed,unsubscribe
2578,Unsubscribed,Take us of  we are glass recyclers not metal
2335,OutOfOffice,"Thank you for your email.
I am currently Out of Office for Business Meeting. During this period i will be having no or limited access of mails & calls, so you can expect delay in response"
1422,Deactivated,"Thanks for your interest in VMware.
Not sure if I responded to you earlier. We are not expanding our portfolio of recruiting partners."
1793,Deactivated,Thank you for your mail. Currently i am not interested.
