,Category,Response_preprocessed
2367,AgreedToMeet,Let us connect next week around Thursday for the same . 
773,SupportAutoResponse,Please type your reply above this line -Thanks for your email. The team is on the case.FYI we have given it a number 14068 so if either of us need to we can refer back to this.If you want to add any further infocomments please reply to this email and they will be added to 14068Thanks again The HR Central Team--------------------------------
1488,ConnectLater,Thanks for your follow up. We are not planning anything now due to the situation. Will definitely come back to you once our plans are made
2175,Unsubscribed,Migrate me out of the spam list. I never opt in to this
491,ConnectLater,We Will Get Back To You Shortly
3058,ReferredSomeone,I am not personally involved in recruitment. If you could address you approach toMrs J Tildesley
2692,AgreedToMeet,We can talk after 6 pm if that suits you.
499,Unsubscribed,"As discussed  kindly remove the below mail IDs from your database ASAP. zsheetal@smartiam.in ,zsheetal@smartiam.in sales1@smartiam.in ,sales1@smartiam.in purchase@smartiam.in ,purchase@smartiam.in"
2852,ReferredSomeone,AlohaThank you so much for the opportunity.  I went ahead and forwarded this to our HR training manager.  She will be in touch if we are interested. MahaloGaelynn
211,SeekingMoreInfo,What is the investment . . I have already office computer internet every thing in prime location ofcity
3226,SupportAutoResponse,Thanks for your email however Im on annual leave. If your enquiry is support related please resend to servicedesk@dhts.co.uk and a ticket will be automatically generated for you. If your issue is urgent please call the service desk on 020 347 55699 instead.
1004,ConnectLater,Thank you for your prompt reply on our requested below e-mail and do appreciated. As stated in my e-mail we are in bidding stage right now and we dont have the full information from the site on the brand name of the oil is using but it is of course is a lube oil for compressors pumps. Pls refer to our replies in blue color for your info.
651,AgreedToMeet,Sure I will let you know. 
228,OutOfOffice,Thanks for your email. I am out of the office at an offsite meeting today. Please note that responses to emails may be delayed.
366,ReferredSomeone,Please be advised all inquiries to this email address should now be directed to Melissa King at Melissa. King@ellucian.com. Thank You. 
927,ConnectLater,Thanks for reaching out to me. 
1743,SeekingMoreInfo,I shall be glad to start at Guwahati from September 2021. Please sendbrochure and agreement forms etc. 
1162,MovedOut,I am no longer associated with Metal Powerlytical Pvt. Ltd. Please contact Rupali Shinde on rupali. shinde@metalpower. net Important 
277,Unsubscribed,Please dont spam If required I will reach out to you
3181,ReferredSomeone,Thank you for your eMail which has arrived safely. Please note we are currently transitioning this ision of Komatsu to SE-TEK Limited and my new email address will be Giles. Richell@se-tek. co. uk. I will reply to emails using Giles. Richell@se-tek. co. uk but for the time being I will receive emails sent to either email address.
645,SeekingMoreInfo,You can just give me an estimate on the mail please. 
1117,Deactivated,This mailbox is no longer active. 
1422,Deactivated,Thank you for your persistence . Work has been a little busy however we are not looking to hire anyone at the moment. 
1979,ReferredSomeone,Thank you Girish Ji. Dear ShaliniYou may reach out directly to Mr. Dipanjan Chowdhari Associate Vice President - Finance copied in this email. 
408,ReferredSomeone,Im sorry I dont do the recruitment for the school.  You may have seen a post I shared for my colleague at VISS Central. Your point of contact at VISS would be Julie Howell
2610,AgreedToMeet,Whats your number
2549,ReferredSomeone,Thank you for your email I have moved on from CBRE. Please contact the following in relation to recrutimentGlobal Local Director: Theresa O BrienDCS: Eleanor MeadLOCAL UK: La FaciEnterpise Accounts: Louise Frier or James PainePJM: Lauren GladstoneCentral EMEA  Ireland: Rachel HughesCentral Functions: Emily MillsKind 
2848,Unsubscribed,Unsubscribe please. Thank you. 
1079,ReferredSomeone,Effective August 12th please send all e-mails to Tom Ballowe at tballowe@bohlingsteel.com
3350,MovedOut,Please be informed that I am not working anymore at UNESCO. With any questions please contact Mr. Omar Baig. Best 
2731,MovedOut,Barbara McNichol is no longer an employee ofFSG. Please contact Ursula. shand@fsgbooks.com
1407,AgreedToMeet,Looks like a good idea
845,Unsubscribed,stopSent with Shift
8,AgreedToMeet,Sure ayush. U can block my calendar with google meet at 1pm. 
1770,AgreedToMeet, I hope everything is going well and youare keeping wellThere has been no response from you since your first email and now Iwonder if you are really interested in hearing our thoughts on how we canhelp you leverage inbound marketing and paid advertising to help you growthe business to the next levelI know you are running the business and must be busy all the time. But Ialso would appreciate it if you can let me know your thoughts here. If youwould like to speak and know more just use my meeting link to schedule ane-meet 
1830,ReferredSomeone,Thank you for contacting AAJs IT Department. For assistance or inquiries please contact Scott Gehring Chief Membership Officer at scott. gehring@justice.org. Thank youAAJ
1133,AgreedToMeet,call me. 86002026908600021665Thanks  
1511,ConnectLater, Thanks for the invite. Will happy to take the opportunity with work along innear future but currently we are not. 
416,ReferredSomeone,Kindly reach out to Beena regarding this. beena. p@vasttec.in
1237,Retired,Thank you for your email.  As of April 5 2021 I have retired from Milestone Scientific Inc. Please direct inquires to Keisha Harcum at kharcum@milestonescientific.com or  973-535-2717 ext.123
1076,ReferredSomeone,As a part of rationalisation of mailing addresses your mail has been auto forwarded to sanjay. tapriya@uniworldsugars.com. For all future communication please use  sanjay. tapriya@uniworldsugars.com as the official email address. 
1030,ConnectLater,Presently we are on other priorities will revert once have to work out onyour proposal.
1821,SeekingMoreInfo,Your job spec is very sparse if you have a more detailed job spec i will have a look
3179,AgreedToMeet,Got it
3024,Retired,Business is closed.I retired.
913,AgreedToMeet,I tried reaching you but your number is Off. Can you please share me your alternative number or call me
1767,ConnectLater,I have marked the profiles in yellow which are looking interesting to us. Looking forward to further information about them
