,Category,Response_preprocessed
2727,ConnectLater,Currently there no requirementsWill get in touch if something comes up . 
2550,SupportAutoResponse,Please type your reply above this line -Thank you for contacting Headway.This is just a quick note letting you know weve received your message and will be in touch soon.Ticket: 40020--------------------------------
4509,ConnectLater,As of now we are not adding any more Consulting partnersWould get back to you in future when we have requirements
595,ConnectLater, Thank you for reaching out. Unfortunately I am not currently looking for a move. As you may have seen in the news Glennmont has recently been acquired by Nuveen which brings with it various benefits that I would like to see how they play out in the next 6-12 months. I may however be open to opportunities after this time so please feel free to get in touch with anything that you think may be of interest at this point 
3337,SeekingMoreInfo,Thank you for your email. Please let us know if Full time opportunity is available for our students. 
451,ConnectLater,Thank you for sending massage. We will contact you very soon. br
2216,ConnectLater,At the moment we are not looking for teachers. I shall contact you if needed
4915,SeekingMoreInfo, I am Munirah Dato Muthukumar new PA Dato would like to checkin for 4 room on 15 November - 30 November 2021. Could you provide us aQuotation of room and price for 4 room with facilities bellow: gh floorKing- size bed Away from lift.  Facilities at open area:Swimming poolFitness Centre Bar and Dining  
1927,Deactivated,Many thanks for your note. This is not something of interest at this time.
2081,Unsubscribed,Please do not mail frequently otherwise I will block your mail id
2319,MovedOut,Thank you for contacting Ameri-Force Management Services Inc. . We regret to inform you that Andy Nauman is no longer employed here. Please direct any future correspondence to Joshua Manning at JManning@ameriforce.com. This is an automated reply. For your convenience this email has been automatically forwarded to Joshua Manning. 
1601,SeekingMoreInfo,Please share your contact details  let me know whether you have services in Daman
1422,OutOfOffice,Thank you for your email I am currently out of the office with no access to email or voicemail. I will return on Tuesday 12/8/20. 
1175,ConnectLater, SnehalI will contact you to discuss further on this after I come back from my Jobat the end of this month
1965,MovedOut,I am no longer with Alteryx. Please re-direct your email to Liz Pittoni at lpittoni@alteryx.com. 
452,Deactivated,Thank you but IT is not my area of responsibility. 
5130,Retired,I am now retired. My e-mails are being forwarded to Tom Bjorklund.  His contact info is tomb@valmont.com or 503-589-6608.Sincerely Dennis BealThe information contained in this E-mail message and the documents accompanying this message are privileged and 
4558,OutOfOffice,I am currently on annual leave returning Tuesday and will not be responding to my emails returning Tuesday 5th Jan. I will look forward to responding when I return from leave. Happy Holidays. 
4443,OutOfOffice,"Thank you for your email Tuesdays are my day off. I will respond when I return tomorrow. 
"
3782,OutOfOffice,I am out of the office on a leave of absence until the end of the month. 
5137,MovedOut,"Thank you for your message please note Dan Deamer  has left the organization.  Please direct all questions to Scott Eberly at seberly@armstrongceilings.com,seberly@armstrongceilings.com.   Thank you and have a great day. "
1264,OutOfOffice,I am in holidays until the 2nd of November. 
5063,AgreedToMeet,Could you please share your contact number with us
1000,Deactivated,Thank you for your email We currently dont have a need for this role
1920,SeekingMoreInfo,Mail me the needs and requirements in detail first then I will seedefinitely
2861,SeekingMoreInfo,Thanks for showing interest in your services  please find attached ourcompany profile . Can we set a call to discuss more about it .  
193,ConnectLater,Thanks for your email. As of now we are not looking outsourcing services. I will surely connect with you in case of any future requirement
4237,Unsubscribed,Thank you for your email however we have an excellent stable of detailer and we are very happy with them. I dont see us expanding our detailer roster at this time. We respectfully request to unsubscribe
4874,Deactivated,Sorry this isnt of interest
4523,OutOfOffice,I am recovering from Hurricane Ida and running on battery backup with spotty internet.  If this is an urgent matter please send me a text at 504-957-2034.
1558,SeekingMoreInfo,Please find attached. 
4575,AgreedToMeet,Yes You can call me at 12 today. Thanks
4790,ConnectLater,We have our in-house recruitment team and we are not dealing with agencies at this point of time. I will keep the detail in my reference in case any urgent position in future.   
1339,SupportAutoResponse,Please type your reply above this line -Thanks for your email. The team is on the case.FYI we have given it a number 13825 so if either of us need to we can refer back to this.If you want to add any further infocomments please reply to this email and they will be added to 13825Thanks again The HR Central Team--------------------------------
3609,OutOfOffice,I am currently travelling with no access to my devices. I will surely reach out to you once Im back online
2986,SeekingMoreInfo, ChandlerDo you have any pre-vetted software engineers that are US citizens withJavaSpring BootReact experience
2312,Deactivated,Thanks for the email. We have a dedicated internal team and will not be working with outside entitiesWith warm 
4746,Unsubscribed,Not interested. Please remove me
1294,ConnectLater, will surely revert back once things settle down
4060,OutOfOffice,"OUT OF OFFICE I am currently on Annual Leave from close of business Wednesday 23rd December returning Monday 4th January. 
I will have limited access to email or messages during this time and will respond to your message on my return. "
4536,MovedOut,I no longer work for City  Guilds Group. For all enquiries please contact Cath Pert at Catherine. pert@cityandguilds.com
5316,ReferredSomeone,Thanks for reaching out. Looping in my colleague Sahdev who leads TA. ThanksSaurav Kadam8291958692
