,Category,Response_preprocessed
2336,ReferredSomeone,"Thank you another colleague just forwarded the same mailing to me. May we verify to how many giraffes this generic mailing has gone outCould you please confirm that for moving forward these kind of mailings are only sent to career@green-giraffe. eu,career@green-giraffe. eu and no longer to our employeesAwaiting your response  confirmation many thanks and have a good day. "
4573,OutOfOffice,I will be out of the office for vacations from Jan-4th to Jan-15th returning Jan-18th
71,AgreedToMeet,My apologies I am extremely busy at the moment . could we schedule a call maybe at the start of next weekIf yes when would suit
1648,Deactivated,Sorry  I am not interested in this any more
4584,OutOfOffice,Thank you for your e-mail. I am currently out of the office and will return on Monday January 6th 2021. 
278,AgreedToMeet,U can reach me by next week  Monday @10. 00am 
2421,ReferredSomeone,"Thank you for your email. liza Martinez is no longer working for Janek Performance Group. Please contact our project manager Allyce Ritter via email for anything that you may need. Contact details are provided below. Email: Aritter@janek.com,Aritter@janek.comPhone: 702-947-0476"
2362,ReferredSomeone,Please contact Breison for all requests. Brenitha. Richardson@wyman.com
897,ConnectLater,Wait for some more time.  
1979,Deactivated,How are you I appreciate your inquiry regarding the process status. As I have mentioned earlier and I quote :- We now entered the practical phase in wch we try to establish the feasibility of aceving the cleanliness target of 171512 in one oil path in-line filtering. Also we have some internal open issues regarding flow rates oil viscosity to be filtered equipment plant distribution quantities of equipment  skids etc. Running experimenthis with a temporary filtering skid did not provide the targeted value yet. We keep on testing. As for your specific questions the answers are No i. e your offer suithis us. Situation is we are not in the stage wch involves those parameters yet. Even more important plant filtration array has not been defined yet as so types sizes nature and amounthis of equipment is not determined. Hope that provides the answers
3978,Unsubscribed,Can you please remove us from your database please. 
3673,Unsubscribed,Ive checked internally and confirmed we do not need these services at this time. Could you kindly make note and remove my email address from your database
4425,OutOfOffice,Sorry I missed you I am currently out of the office enjoying a 3 day 4th of July weekend :)  We will be returning Monday the 6th. 
125,AgreedToMeet,Thanks for the intro Emma moving you onto BCC so we dont fill up your mailbox wle you are away as Im sure you will have enough to fight your way through as it is when you come back I think you must have written my name too many times as you singed off as me lol other Emma - Really nice to -meet you. As suggested I am pretty free on the days you mentioned. how about 10am on the 7th October If that works for you then Ill send you a calendar invite across. 
4752,OutOfOffice,"Thank you for your message. I'm out of the office participating in the Deloitte US collective disconnect from December 25 - January 1. I will be back in the office on Thursday January 2 and will respond to your message at that time. 
"
193,AgreedToMeet,Kindly reach out to Beena regarding this. beena. p@vasttec.in
951,ConnectLater,Yeah i received your mail. 
1525,Deactivated,Thanks for reaching out - we are not looking for such service at this time
1727,Deactivated,Thanks for the mail but due to time constraints  it doesnt seem possiblefor me to take up this opportunity. 
2446,ReferredSomeone,Thank you for your message.  As of 6/25/2021 I am no longer with Rea  Associates. If you have an urgent support issue please contact our IT helpdesk via email or by calling 
85,AgreedToMeet,ok  go ahead. 
2048,Deactivated,Thanks thinkNot for us. 
3814,Unsubscribed,Im Not interested. Please stop SPAM
4390,OutOfOffice,Thanks for your email. I'm currently away with limited access to internet (email) or phone. 
1178,ConnectLater,Just returned from Jindal. I plan to do another one in June. So  is that we connect then. Thanks
3772,Unsubscribed,Please remove me from your mailing list. I am not in the purchase chain for new tech products. 
4551,OutOfOffice,"Thank you for your email. I will be out of the office from 22nd No to
26th Nov and will not have access to email. "
1691,Deactivated, Thank you for the information. But I am more into Digital Transformationand Automation. I was in the maintenance profile long back. 
3752,Unsubscribed,Not interested Dont spam my mailbox
1523,Deactivated,Im the right person but the offering is not of relevance. 
4363,OutOfOffice," Im away from my laptop celebrating my sister-in-law's wedding Please contact Adam Jay VP Commercial Sales at adam@getreprise.com ,adam@getreprise.coma if you need a quick response. Otherwise I will be back on Tuesday October 12th. "
2022,Deactivated,Thanks. We have no requirement for this service. 
3572,Unsubscribed,This is snow the 4th email I have received from you. Please stop emailing me. I had not replied as I do not know who you are I did not ask you to email me. 4 emails with no reply usually means something. Please take me off your mailing list and do not put pressure on people to reply in future. 
1520,Deactivated, Apologies as I had not seen your previous emailI am not interested in this position as I am happy in my current role
1457,Deactivated,We are not interested at this moment. Will let you know in case of a future requirement. 
1056,ConnectLater,Namaste  
1868,Deactivated,No interest thank you
2323,ReferredSomeone,Bob Krakowiak is no longer with Stoneridge Inc. Please contact Matt Horvath matt. horvath@stoneridge.com if you require further assistance. 
2083,Deactivated,Please do not send the same mail on daily basis. 
461,AgreedToMeet,Can u call me  talk in detial
1792,Deactivated,Thank you for your email. However we have integrated SMS tools that include risk assessments and do not plan on any changes in the nearest future. 
3406,SeekingMoreInfo,Please see this and try to go in detail. 
1575,Deactivated,Sorry No . I would not able to make a payment of 300000
2355,ReferredSomeone,I am the wrong person to talk to. Please approach directly our HR department. Mit freundliche
1117,ConnectLater,Thank you for contacting Berkley 
406,AgreedToMeet,Can we connect on Monday at 11 amBatul T. Sunderjis Global AcademiaWebsite
556,AgreedToMeet,I am sharing a Request for Information regarding The Bachrach Group - Titan Project as we would love to team up with you. Would you mind providing an offer and your availability for the scope of work Also should you have any questions please do not hesitate to ask me. Would you please send a reply email to acknowledge receipt of this RFI
