,Category,Response_preprocessed
2082,OutOfOffice,Thanks for your email. I am enjoying some vacation time and prioritizing family time over checking emails. While I will occasionally check emails during my time off I am making an intentional effort not to respond to emails or take calls. If your email is important please consider following up with me on or after October 18th. 
1753,OutOfOffice, Thanks for your email I am OOO and traveling please expect delays in my response. if its urgent please text me or call me at 512-568-4697
3507,SeekingMoreInfo,Hey ChrisI am reaching out in reference to your email conversation with my colleagueZac regarding our digital marketing offerings. I am a senior marketing consultant @ foreignerds.com and I will be glad toassist you further. As requested here is some quick info about us :   - About Foreignerds Inc.   
2403,OutOfOffice,I'll be out of the office on PTO enjoying the holiday season with friends and family until Monday January 6 and will be checking email sporadically. 
420,AgreedToMeet,Just checking in as I have not as yet received the Teams call invite for 4pm today. Please send through. Also please refrain immediately from sending Geoff Hunt our COO further emails. When we speak this afternoon I will point you in the right direction regarding how to engage with Arup as a potential recruitment supplier
1032,ConnectLater,Adding our Senior Talent Acquisition Specialist Heena who will take thisforward. 
1382,Deactivated, there. We are not interested. 
668,ConnectLater,Right now we are not looking for any kind of help nor are we looking forany outsourcing partner for our hiring needs. We will certainly get back toyou with any of such requirements arising in the future. 
3413,SeekingMoreInfo,Please share your term sheet. Best 
192,AgreedToMeet,Sure. 
2118,OutOfOffice,I am out of the office on PTO returing Monday October 25th. 
2374,OutOfOffice,"I am currently out of the office and will be back on 04th of January 2021. 
Your E-mails will not be answered or forwarded. "
3791,Unsubscribed,I have no involvement with this sector of our real estate company we have one of the more advanced leadership groups in our IT ision and they make all such decisions. I have sent you this message once before I have nothing to do with these decisions and have a full schedule with my existing duties. A meeting with me would be a waste of your time and mine. I wish you success but communications with me is misdirected. Please remove me from your contact list. 
34,AgreedToMeet, Thank you for you quick reply. If we can be within the range I sent you yes we can speak. Im jammed packed with calls today as I was off yesterday.  Today after 5pm works or after 4pm is also good for me.  My number is 353871137831. 
2511,OutOfOffice, I have limited access please expect delay in response. For any urgent assistance please contact on 9763370290
1430,Deactivated,I am not the right person
3876,Unsubscribed,Please remove me from your contact list
1402,Deactivated,Not interested
1312,Deactivated,I not interested thank you. 
133,AgreedToMeet,Whats your number
2607,ReferredSomeone,Ive Cced my HR team in the mail. Please get in touch with them
2303,OutOfOffice,"I am out of the office for the U. S. Christmas holiday returning Monday December 28. 
If you need immediate assistance during my absence please contact Steve B. Otherwise I will respond to your emails as soon as possible upon my return. Thank you for your message. "
2825,ReferredSomeone,Unfortunately I have left my role as eCommerce Manager at eSpecial Needs to fulfill my incredible destiny to re-assemble the shattered pieces of the Amulet of ToMar the Ancient and defeat the dreaded wizard Blargh before he resurrects the Shadow Dragon and plunges the world into eternal darkness. Any inquires or solicitations should be sent to Director of Operations Scott Kouri at skouri@especialneeds.com. Please update your records accordingly. Tips for finding the shards or traversing the Fogs of Madness that circle Blarghs tower should be whispered into the ear of a songbird along with the phrase May ToMars Light guide you. 
3823,Unsubscribed,Not for us please unsubscribe me 
2164,OutOfOffice,I am OOO. Pls call my mobile if urgent. 
2192,OutOfOffice,I am away for the long weekend in other timezone & will have intermittent access to emails. Mail responses will be delayed during this course of time. 
1725,OutOfOffice,I will be out of the office the afternoon of Friday September 25th with limited access to e-mail. For any Specialty escalations please reach out to Rich Nalichowski. 
3304,SeekingMoreInfo,I am in the Refrigeration field can I know how the minimac system useful for me. 
2347,OutOfOffice,I am on a leave today (29th October 2021). 
2528,ReferredSomeone,Thank you for your email. Jim Parylak has retired and is no longer with NLC Insurance Companies. Please direct your inquiries to Duc Ngo at duc. ngo@nlcinsurance.com. Please note that your email will not be forwarded automatically. 
3213,SeekingMoreInfo, SilvaHope you are doing well and sound. My apologies for not getting back to you earlier regarding the subject role which  had sent it initially. I was very busy with the workload and for that reason could not connect with you. I am really interested in this role and would like to know more about the company and their current project in the pipeline. Please see the attached my current CV as you requested. If you need anything else then please do let me know. Hope to catch up with you soon. 
3058,ReferredSomeone,Thank you for your email. I am no longer at i2i my last day was 212. Please contact Bill Keyes i2i Chief Growth Officer at bill. keyes@i2ipophealth.com with any questions x96 he will be happy to help you
1710,OutOfOffice,I am now on maternity leave. 
2203,OutOfOffice,"Sorry to miss your email. 
am out of the office from 28Sep-02Oct . I will have limited aceess to emails. . Will reply back when I am back. "
3073,ReferredSomeone,Jed Butcher has now left The Up Group. Please contact accounts@theupgroup.com for further assistance. 
3474,SeekingMoreInfo,My name is Mabel Lozano and Im part of the Talent team at Clir Renewables. My colleague Simone e share your contact information as it seems youve been in touch in 
2099,OutOfOffice,"Now Im on vacation I will let you know once I returned to office. 
Sorry for inconvenience in this regard. "
3135,SeekingMoreInfo,Can you send me the quotation and details for the below mentioned products
2532,ReferredSomeone,I am no longer with WRTPBIG STEP. Please contact Wanda Liddell at wliddell@wrtp.org or 414-342-9787. Best -Matt
447,AgreedToMeet,9167701969Call after 12:00 noon
1707,OutOfOffice, i am on annual leave till 12-oct. Please expect a slow response in replying email or whatsapps messages. For SFSF related issues please contact Br. Talal Obaid or Br. Bakr Alzoabi. For DB related issues please contact Br. Mubasher Shahzad  
