,Category,Response_preprocessed
728,Deactivated,"We do not have any such requirements.
Many Thanks and Best Regards,"
1021,OutOfOffice,"Thank you for your email. I am out of office on annual leave from 16th Dec to 26th Dec 2020.
I will reply to you once I join back my office."
1837,Deactivated,"Thanks, Shalini.
However, at the moment I do not see any opportunity for partnership."
1394,ConnectLater,"thank you very much for your email
For the moment we are doing it internally.
I will contact you in case the situation changes."
445,OutOfOffice,I am currently out of the office returning on Monday December 28th. I will have limited access to email while I am out.
1900,OutOfOffice,2nd Oct is a public holiday and i'm on leave on 5th Oct. Please expect a delayed response.
1146,OutOfOffice,"Please be informed that I‚Äôm on PTO today and I will respond to you when I‚Äôm back to office on 17th August 2020, Monday.
Thanks."
2278,OutOfOffice,Thank you for your email. I am currently out of the office and will be back on 25 November 2020.
3155,OutOfOffice,Please not that I will be out of office the week of 1214 and returning emails after I return on 1221.  Thank you.
2540,OutOfOffice,"Thank you for your email, I am currently away on paternity leave.
I will be checking emails regularly and will get back to you as soon as i can."
516,OutOfOffice,Dear sender - I am traveling this week for a summit. For urgent inquiries you may call or text me.
2843,Deactivated,We don't have any requirement right now.
1494,ReferredSomeone,Debrat from my team will coordinate on this. Do connect with him over mail.
1008,OutOfOffice,"I am currently away on annual leave until Monday 28th September 2020, I will have limited access to my emails."
2358,OutOfOffice,"Thank you for your message. I am out of the office for the holiday with limited access to email, returning Friday, January 3."
432,ConnectLater,"We selected another firm and will evaluate them for the next 3 months.
I'll let you know if we decide to make a change.
Thank you,
Conrad"
3096,OutOfOffice,Im out of the office until the 8th of February. if your request is urgent please email support@capture.co.uk and theyll find a way to contact me. Kind 
275,OutOfOffice,"I am currently out of the office, returning on Monday August 3rd. Best wishes, Chris.
This e-mail is for the sole use of the intended recipient and contains information that may be privileged and/or confidential. If you are not an intended recipient, please notify the sender by return e-mail and delete this e-mail and any attachments. Certain required legal entity disclosures can be accessed on our website: https://www.thomsonreuters.com/en/resources/disclosures.html"
1046,Unsubscribed,Fletcher plant is closing. No need for anything.
1932,SeekingMoreInfo,"Yes, I would like to know more."
1167,AgreedToMeet,THANKS!
281,AgreedToMeet,You can call me on 9591323710
70,OutOfOffice,"Thank you for your email.
I am currently out of the office until Monday 18 January 2021.
Chisholm will close from Wednesday 23 December to Monday 4 January inclusive.
Outside of the Chisholm shut down, should your email be urgent, please feel free to contact: marketing@chisholm.edu.au<mailto:marketing@chisholm.edu.au> during operating hours.
Otherwise I look forward to responding upon my return.
Kindest Regards
Emily"
1836,ReferredSomeone,"I'm not sure what a free trial entails. I would like to introduce my
colleague, Anjali. She will coordinate with you to understand this better."
2735,OutOfOffice,If you have an emergency over the holidays you may call or text me at 317-752-7838. Holiday coverage will be as follows:
645,ConnectLater,"thank you for following up, we will get in touch only if we have a
requirement..
regards
Soumya"
2081,OutOfOffice,"I m out of town for couple of days with limited access to email. I will respond to you as early as possible
Thanks and Regards"
2588,OutOfOffice,"The Equinix offices are closed Wed, 12/25/2019 - Wed, 1/1/2020.
I will be on PTO from Thursday 1/2 - Wednesday 1/8.
April"
2747,Deactivated,"No thanks. We don't deal with a large volume of scrap in our business and
have a trusted vendor we work with when we do reclaiming. We're not
interested in daily coverage of the market."
2869,OutOfOffice,Please be informed that our office will be closed on 29 October 2020 due to Public Holiday for Prophet Muhammad‚Äôs Birthday and I will be away on 30 October 2020. I will be back to office on 02 November 2020.
2184,OutOfOffice,"Thank you for your email, I am OOO and will be back to business on 8/25."
1322,Deactivated,I didn‚Äôt request anything from SAP. Thanks.
38,Unsubscribed,Stop send email
335,SeekingMoreInfo,Pls respond and state we can do recruitment as well!!
1386,OutOfOffice,"I'm on business travel working in European time zone, most of the day will be busy occupied with meetings, please expect delay in response to mails."
540,ReferredSomeone,"Thank you for your e-mail, I am no longer part of the Valmont team. For assitance, please contact Jeff Oles, Operations Manager, at 402-936-0883 or jeff.oles@valmont.com.
Thank you,"
942,OutOfOffice,"Thanks for your email. June 19th is a ‚Äòday for me‚Äô for us at Cisco and I am taking this day off and following it with time off until 29th June to unplug and spend some time with family. I will respond once I am back!
Thanks!
Anupam"
382,OutOfOffice,"Thanks for your email. I will be out of the office on 24 and 25 Sept.
Please direct any urgent queries to Alice Woloshenko, A.Woloshenko@alfred.org.au<mailto:A.Woloshenko@alfred.org.au>.
Regards,
Kim"
2532,ConnectLater,"Thanks for sharing this.
Will share this with my team and let you know if we would be interested in
this."
884,ConnectLater,"Thanks for reaching out. We are currently not looking for any collaboration
with HR consulting firms, will let you know once there is a change.
Thanks,
Kallan"
239,OutOfOffice,"I will be out of the office until Monday, July 20th.. I will have limited access to email, but will respond to your message as soon as possible upon my return. Should you need immediate assistance please contact a customer care representative at 419-228-1360 and they will direct you to someone who can assit.
Thanks,"
2599,OutOfOffice,"Please be informed that I will be on holiday starting from May, 12th 2020 until July, 2 nd 2020 included. I will not be involved anymore on LTA 34/LTA35/ and KJO."
1877,Unsubscribed,No interest. Stop sending me this.
2976,OutOfOffice,I am currently out of the office.  For immediate needs please contact 469-802-3999 or dallas@vip-staffing.com.We hope that you have a great Memorial Day weekend and we thank you for your businessKevin BryanRegional DirectorDallas  Ft. Worth TX469-802-3999 x 8805 O817-893-0460 Mwww.vip-staffing.com
1641,AgreedToMeet,‚ÄãPlease go ahead
1159,ReferredSomeone,"Hello, I am currently unavailable. Please contact Jason Jones at jjones@sennebogenllc.com. Thank you."
2836,OutOfOffice,"Thanks for your message. I‚Äôm on PTO for the holidays and spending time with family, returning January 3. If this is an urgent matter, please contact my cell."
2887,OutOfOffice,"I will be out on PTO through 10/28. For urgent matters, please text me at 720.799.5469."
2342,AgreedToMeet,"hi Shazreen,
This sounds all fair and straightforward.
Let's go for it. Do you want me to sign this document and return it to you?"
1304,AgreedToMeet,"Greetings from Coral!
We are equally delighted to be associated with talent corner as one of our recruitment partners and would be happy to connect with you over a video call.
I am available for the meeting today between 5:00 to 6:00 PM.
Please suggest if this slot is suitable for you else please let us know your convenient slot for the meeting.
Looking forward to meeting you soon!
Best Regards,"
1964,OutOfOffice,"Thank you for your valuable enquiry. The concerned associate will be getting in touch with you shortly.
If your request/enquiry is urgent, you may call us on +971 42633631.
The weekend in the UAE is on Friday and Saturday and we will not be able to respond to your e-mails during this time.
Thank you,
Plus Point Staffing Contractors"
1445,OutOfOffice,"I am out of the office until Thursday, September 17th. I will respond to your email upon my return."
1892,ConnectLater,"Thank You for reaching out to me. Can you please call me sometime in next
week?"
