,Category,Response_preprocessed
4128,Unsubscribed,PLEASE STOP SPAMMING
4078,Unsubscribed,Well you are disturbing. I have informed in the past that I am notinterested. Stop e-mailing me. Do remove me from your mailing list. Whatsapp list.  Lets not waste our time. Yours in sending e-mails to meand mine in deleting them. Would be appreciated if you do the needful. 
799,ConnectLater,Apologies for my delay. Thank you for your email regarding your services. We currently have our owninhouse tech team managed by our CTO and also have an ongoing contract withan external tech company who we are very happy with at this time. I will keep your details on file and should we require your services infuture I will certainly be in touch. 
1789,MovedOut,Adam Booken is no longer employed with the Company. If you have any questions please follow up with Corey Ladusky : cladusky2@rbi.com
538,ConnectLater,Wait for some more time.  
2713,OutOfOffice,I will be on leave from Dec 18-Jan 6. Durint this period Belinda Jimenez will be my OIC for management issues. David Pinkus is available for Technicnal concerns. 
2026,MovedOut,this employee is no longer at Worcester Fitness.  Please call508-852-8209 or email andrea@worcesterfitness.com with any WorcesterFitness related business. 
776,ConnectLater,Thanks for your email. The services that you are providing are interesting. However I need to check with the management if we need these services at this point of time. I shall revert once I have the clarity and we can connect later. 
1632,Deactivated,I have replied to your organization that we are a laboratory that testhislubricanthis. We dont have reservoirs to condition. 
2637,OutOfOffice,I am currently out of the office and will return Monday November 25th. 
2920,OutOfOffice,I am on personal time off. November. I will have intermittent access to network in this duration and there may be a delay in response to emails. 
2761,OutOfOffice,"I am currently out of the office returning Monday Nov 9th. I will return your message as soon as possible. Many thanks Francine
This e-mail message and any attachments contain confidential information. If you are not the intended recipient you are hereby notified that disclosure printing copying distribution or the taking of any action in reliance on the contents of this electronic information is strictly prohibited. If you have received this e-mail message in error please immediately notify the sender by reply message and then delete the electronic message and any attachments. "
3505,SeekingMoreInfo, We are solution vendors for backup  recovery. If you are selling migration services the next phase is to offer backup sothe data can be recovered. If youd like to partner up earn further revenue like our other migrationpartners . . . let me know. Thanks  
857,ConnectLater,Thanks for keeping in touch with usWe Hereby confirmed and stated that Received your email. Well be Respond to your email within the next 72 hours. if you didnt receive Replay from us During the mentioned timesPlease dont hesitate to contact us Mob: 98 912 450 2190   DirectWhatsApp
1812,MovedOut,Thank you for your email. Martine Zhao is no longer with Hygiena. Please contact Michael Laverty mlaverty@hygiena.com for assistance. Thank you and have a great day. 
4072,Unsubscribed,your domain is added to blacklist on our servers now. We never work with spammers and companies who acquire marketing contact list in an illegal way violating GDPR rights
3680,SeekingMoreInfo,Could please brief on the commercials. 
3504,SeekingMoreInfo,Please find below Teams and conditions of our recruitment proposal. 
2012,MovedOut, Justine Bienkowski is no longer with BetterCloud forassistance please email 
3687,SeekingMoreInfo,Namaste How much does the 5 day Master Cleanse Program cost
2208,OutOfOffice,I will be traveling to Orlando this weekend and will be out of the office from Thursday 1021 through Sunday 1024 returning to the ABE 2 site on Monday 1025. If you do need to reach me it is to call my cell and leave a message or text me. I will respond back to you ASAP. 
1501,Deactivated,Not interested
3780,SeekingMoreInfo,Vishnu will get back to you if there is any requirement. VishnuPlease discuss our hiring requirements if they are fine with 5-6 Professional charges. Thankyou. 
444,AgreedToMeet,Yes most definitely. Let us get on a call to discuss this Whats yournumber
2681,OutOfOffice,I am out of office on funeral leave until Monday the 4th October. I will respond to your message as soon as possible after my return.  
2136,OutOfOffice,Our Kolkata office would be closed for holidays on account of Doljatra & Holi on 09th & 10th March 2021. 
3011,ReferredSomeone,The person you are trying to reach does not work at Cantel Medical. Please contact 763-553-3300 if you have any questions. 
621,ConnectLater,I will revert back
3931,Unsubscribed,Please remove me from your list. 
4107,Unsubscribed,Dont send anything please
3721,SeekingMoreInfo, Share your requirements  Warm 
4016,Unsubscribed,Yes I did but this is not of interest. Could you kindly remove me from your records
3763,SeekingMoreInfo,Thanks . . . Gs can you send the followups and intros
1271,Deactivated,I am not the right person
2598,OutOfOffice,I am on leave till 17th October 2021 on vacation. I do not not have access to my emailsmobile. Kindly expect delays in responses
3224,Retired,I have retired from Cary Medical Center effective September 4 2020 and will no longer be monitoring this email address. All future inquiries should be directed to Timothy Conroy Chief Information Officer at tconroy@carymed.org
3571,SeekingMoreInfo,Ok. Pls share your number and other details. 
1425,Deactivated,We are not currently have no requirements for any service. 
2085,MovedOut,Barry is no longer with the company.  Please direct all inquiries and requests to George Suda at the email address below. George. Suda@SmileBrands.com
